,id,translation
12080,12080,"{'en': 'man with hardhat in black jacket stands near a green trailer that says "" china shipping "" in a construction zone .', 'bn': 'নির্নানাধসন এলাকায় একটি ট্রেলার যার মধ্যে চায়না শিপিং লেখা তার সামনে কালো জ্যকেট পরে একজন দাঁড়িয়েআছে'}"
12081,12081,"{'en': 'the man is standing on the street surounded by buildings .', 'bn': 'এক লোক নির্মাণকাজের সামনের রাস্তায় দাঁড়িয়ে আছে'}"
12082,12082,"{'en': 'a dog wearing a collar yawning .', 'bn': 'কলার পরা কুকুরটি হাই তুলছে'}"
12083,12083,"{'en': 'a gray dog is yawning .', 'bn': 'একটি ধূসর কুকুর হুড়োহুড়ি করছে।'}"
12084,12084,"{'en': 'a grey dog in a white collar yawning with its eyes closed .', 'bn': 'সাদা কলারের একটি বাদামি কুকুর চোখ বন্ধ করে ঝিমোচ্ছে ।'}"
12085,12085,"{'en': 'dog with white collar yawning', 'bn': 'সাদা বেড়ী পরা কুকুরটি হামি দিচ্ছে'}"
12086,12086,"{'en': 'the grey dog has its eyes closed .', 'bn': 'এক ধূসর রঙের কুকুর মুখ হা করে আছে'}"
12087,12087,"{'en': 'a young boy in a cowboy hat rides a horse .', 'bn': 'কাউবয় টুপি মাথায় একটি ছোটো ছেলে একটি ঘোড়ায় চড়ছে'}"
12088,12088,"{'en': 'a young boy in a cowboy hat rides a large horse .', 'bn': 'একটি কাউবয় টুপির মধ্যে একটি ছোট ছেলে একটি বড় ঘোড়ায় চড়ে।'}"
12089,12089,"{'en': 'a young boy rides a red horse .', 'bn': 'এক ছোট বালক একটি লাল ঘোড়া চড়ছে।'}"
12090,12090,"{'en': 'a young boy wearing a cowboy hat and riding on a horse', 'bn': 'এক ছোট বাচ্চা ঘোড়া চড়ছে'}"
12091,12091,"{'en': 'boy riding a horse .', 'bn': 'ছেলেটি ঘোড়সওয়ার করছে'}"
12092,12092,"{'en': 'a brightly colored bird and a small dog .', 'bn': 'একটি রঙিন টিয়া পাখি ও একটি ছোটো কুকুর'}"
12093,12093,"{'en': 'a colorful bird and a brown and white dog .', 'bn': 'একটি বর্ণিল পাখি এবং একটি বাদামী এবং সাদা কুকুর।'}"
12094,12094,"{'en': 'a dog looking at a ball that was thrown in the air above him and a colorful parrot standing nearby .', 'bn': 'একটি কুকুর তার উপরে শূন্যে ছুড়া একটি বল দেখছে এবং একটি রংচঙা টিয়া পাখি পাশে দাঁড়ানো।'}"
12095,12095,"{'en': 'a little dog looks at a tennis ball in the air and a parrot sits nearby .', 'bn': 'এক কুকুর টেনিস বলের দিকে তাকিয়ে আছে পাশেই একটি তোতা পাখি বসা'}"
12096,12096,"{'en': 'the dog behind the red parrot is looking at the green ball .', 'bn': 'টিয়া পাখির পেছনে কুকুরটি একটি বলের দিকে তাকিয়ে আছে'}"
12097,12097,"{'en': 'a small white dog sits in a field', 'bn': 'একটি ছোট সাদা কুকুর একটি মাঠে বসে আছে'}"
12098,12098,"{'en': 'a white and brown dog sitting in the grass .', 'bn': 'ঘাসে বসে আছে একটি সাদা এবং বাদামী কুকুর।'}"
12099,12099,"{'en': 'a white and brown dog sitting on a grassy , rocky area .', 'bn': 'একটি সাদা ও বাদামি কুকুর ঘাস ও পাথুরে স্থানে বসা।'}"
12100,12100,"{'en': 'a white dog sits on a rocky lawn .', 'bn': 'মাঠে একটি কুকুর বসে আছে'}"
12101,12101,"{'en': 'the white dog is sitting in the grass .', 'bn': 'সাদা কুকুরটি ঘাসের উপর বসে আছে'}"
12102,12102,"{'en': 'a man in a red baseball cap eats a chip .', 'bn': 'লাল বেসবল টুপি পরা লোকটি চিপ্স খাচ্ছে'}"
12103,12103,"{'en': 'a man wearing a red hat has a potato chip in his mouth', 'bn': 'লাল টুপি পরা লোকটির মুখে আলুর চিপ রয়েছে'}"
12104,12104,"{'en': 'a man wearing sunglasses and a red cap putting a chip in his mouth .', 'bn': 'রোদচশমা ও লাল ক্যাপ পড়া এক ব্যক্তি তার মুখে চিপস দিচ্ছে ।'}"
12105,12105,"{'en': 'a man wearing sunglasses and a red hat is opening his mouth wide and eating a chip .', 'bn': 'চশমা ও টুপী পড়া এক লোক চিপস খাচ্ছে'}"
12106,12106,"{'en': 'a man with sunglasses on puts a chip in his mouth .', 'bn': 'রোদচশমা পড়া লোকটি মুখে চিপস নিচ্ছে'}"
12107,12107,"{'en': 'a crowd of people are standing behind a railing watching something in the distance .', 'bn': 'একদল লোক একটি বেড়ার পিছনে দাঁড়িয়ে দূরে কিছু দেখছে'}"
12108,12108,"{'en': 'a group of people wait behind a barricade and look toward the right .', 'bn': 'একদল লোক ব্যারিকেডের পিছনে অপেক্ষা করে ডান দিকে তাকিয়ে আছেন।'}"
12109,12109,"{'en': 'a group of people wait behind a metal fence .', 'bn': 'একদল লোক লোহার বেড়ার পিছনে অপেক্ষা করছে।'}"
12110,12110,"{'en': 'a group of people waiting outside a fenced in area .', 'bn': 'কিছু মানুষ বেড়ার পাশে দাঁড়িয়ে আছে'}"
12111,12111,"{'en': 'a group of spectators enjoying an event .', 'bn': 'একদল উৎসুক লোক একটি অনুষ্ঠান উপভোগ করছে'}"
12112,12112,"{'en': 'a boy in a white shirt is looking through the glass at a little creature .', 'bn': 'সাদা জামা পরা ছেলেটি গ্লাসের ভিতরে থাকা ছোট জন্তুর দিকে তাকিয়ে আছে'}"
12113,12113,"{'en': 'a child looks at rodents in a glass display .', 'bn': 'কটি শিশু কাচের ডিসপ্লেতে ইঁদুরগুলির দিকে তাকাচ্ছে।'}"
12114,12114,"{'en': 'a young boy looks through the glass at an aquarium at a stingray .', 'bn': 'এক ছোট ছেলে গ্লাসের মধ্যদিয়ে অ্যাকুরিয়ামে দেখছে ।'}"
12115,12115,"{'en': 'a young child is kneeling and looking at a small creature inside a glass case .', 'bn': 'একটি ছোট ছেলে হাঁটু গেড়ে একটি ছোট জন্তুকে দেখছে'}"
12116,12116,"{'en': 'the little boy bends down to look at an animal .', 'bn': 'ছোট ছেলে উবুঁ হয়ে বসে একটি প্রাণীর দিকে তাকিয়ে আছে'}"
12117,12117,"{'en': 'a black dog chasing a red ball through the water .', 'bn': 'একটি কালো কুকুর পানির মধ্য দিয়ে একটি লাল বলের দিকে ছুটছে'}"
12118,12118,"{'en': 'a black dog makes a huge splash for a red ball .', 'bn': 'একটি কালো কুকুর একটি লাল বলের জন্য একটি বিশাল স্প্ল্যাশ তৈরি করে।'}"
12119,12119,"{'en': 'a black dog splashing into the water to retrieve a red ball .', 'bn': 'একটি লাল বল উদ্ধার করতে কুকুরটি পানিতে যাচ্ছে ।'}"
12120,12120,"{'en': 'a dog makes a large splash in the water while chasing a red ball .', 'bn': 'একটি কুকুর পানির মধ্যে বলের পেছনে দৌড়াচ্ছে'}"
12121,12121,"{'en': 'dog splashing in water toward a red ball .', 'bn': 'কুকুরটি পানি ছিটিয়ে লাল বলটির দিকে যাচ্ছে'}"
12122,12122,"{'en': 'a man in a blue and fuchsia sweater holds his hands as if to catch something while standing in a crowd of people .', 'bn': 'ভিড়ের মাঝে একজন লোক তার দুই হাত উপরে তুলে কথা বলছে'}"
12123,12123,"{'en': 'a man in a crowd extends his hands emphatically', 'bn': 'ভিড়ে এক লোক জোর দিয়ে হাত বাড়িয়ে দেয়'}"
12124,12124,"{'en': 'a man in a crowd is expressing his opinion .', 'bn': 'একটি লোক ভিড়ের মধ্যে চিল্লাচ্ছে'}"
12125,12125,"{'en': 'a man in a crowd raises his arms pleadingly .', 'bn': 'ভীড়ের মধ্যে এক ব্যক্তি মিনতিপূর্বক তার হাত তুলছে ।'}"
12126,12126,"{'en': 'a man raises his hands from within a crowd of people .', 'bn': 'ভীড়ের মধ্য থেকে লোকটি তার হাত উপরে তুললো'}"
12127,12127,"{'en': 'a man in black is purchasing something at the register in a store .', 'bn': 'কালো জামা পরিহিত একজন ব্যাক্তি একটি দোকানের রেজিস্টারে কিছু একটা কিনছে'}"
12128,12128,"{'en': 'a man in the store has purchased something and the cashier is handing him his bag .', 'bn': 'স্টোরের একজন লোক কিছু কিনেছে এবং ক্যাশিয়ার তাকে তার ব্যাগটি হস্তান্তর করছে।'}"
12129,12129,"{'en': 'a man is standing in the checkout line at a store .', 'bn': 'একলোক একটি দোকানের ক্যাশ কাউন্টারে বসে আছে'}"
12130,12130,"{'en': 'a tattooed man is making a purchase in a music store .', 'bn': 'ট্যাটু করা এক ব্যক্তি গানের দোকানে কিছু একটা কিনছেন।'}"
12131,12131,"{'en': 'man standing at a check-out counter .', 'bn': 'লোকটি একটি চেকআউট  কাউন্টারেে দাড়িয়ে আছে'}"
12132,12132,"{'en': 'a guy talks and does something with his hand while others sit near him .', 'bn': 'একজন লোক কথা বলছে এবং তার হাত দিয়ে কিছু একটা করছে'}"
12133,12133,"{'en': 'a young blond man sitting at a table with a brick wall in the background', 'bn': 'পটভূমিতে ইটের প্রাচীর সহ একটি টেবিলে বসে এক তরুণ স্বর্ণকেশী'}"
12134,12134,"{'en': 'a young man lights a lighter while another looks on .', 'bn': 'এক তরুণ একটি লাইটার জ্বালালো যখন আরেকজন দেখছে ।'}"
12135,12135,"{'en': 'two guys at a bar one dark skinned and one light skinned .', 'bn': 'মদ্যপানের দোকানে একজন কালো চামড়া টবং একজন সাদা চামড়ার লোক বসে আছে'}"
12136,12136,"{'en': 'two men are sitting next to each other near to a vending machine .', 'bn': 'দুই লোক ভেন্ডিং মেশিন এর পাশে বসে আছেন'}"
12137,12137,"{'en': 'a biker in red rides in the countryside .', 'bn': 'লাল জামা পরিহিত একজন একটি গ্রাম্য জায়গায় বাইক চালাচ্ছে'}"
12138,12138,"{'en': 'a biker on a dirt path .', 'bn': 'মাটির পথে বাইকার।'}"
12139,12139,"{'en': 'a person rides a bike off the top of a hill and is airborne .', 'bn': 'এক ব্যক্তি পাহাড়ের চূড়া থেকে সাইকেল চালিয়ে নামছে এবং শূন্যে।'}"
12140,12140,"{'en': 'a person riding a bmx bike on a dirt course .', 'bn': 'ময়লায় একজন লোক তার বিএমএক্স সাইকেল চালাচ্ছে'}"
12141,12141,"{'en': 'the person on the bicycle is wearing red .', 'bn': 'লাল জামা পড়া এক লোক সাইকেল চালাচ্ছে'}"
12142,12142,"{'en': 'a man and young girl and standing under a large redwood tree .', 'bn': 'একজন পুরুষ এবং একজন তরুণী একটি বড় রেডউড গাছের নিচে দাঁড়িয়ে আছে'}"
12143,12143,"{'en': 'a man hugging a boy in a tunnel , made in the trunk of a tree .', 'bn': 'একজন মানুষ একটি ছেলেকে একটি গাছের কাণ্ডে তৈরি সুড়ঙ্গে জড়িয়ে ধরে আছে ।'}"
12144,12144,"{'en': 'an older boy with his arm around a younger kid under a sequoia tree .', 'bn': 'এক বড় ছেলে একটি কালিগর্নিয়া বৃক্ষের নিচে এক ছোট ছেলের কাধে হাত দিয়ে রেখেছে ।'}"
12145,12145,"{'en': 'two boys stand in a cutting underneath a giant tree .', 'bn': 'দুটি ছেলে একটি বিশাল গাছের কেটে ফেলা অংশের নিচে দাড়িয়ে আছে'}"
12146,12146,"{'en': 'two kids stand under an area carved in a large tree .', 'bn': 'খোদাইকৃত গাছের নিচে দুই ছেলে দাঁড়িয়ে আছে'}"
12147,12147,"{'en': 'a man who has a gray beard and gray hair laughs while wearing a purple shirt .', 'bn': 'বেগুনি শার্ট পরা, ধুসর চুল ও দাড়িওয়ালা একজন ব্যাক্তি হাসছে'}"
12148,12148,"{'en': 'a man with a bushy beard and pink shirt is smiling .', 'bn': 'ঝোলা দাড়ি এবং গোলাপী শার্ট সহ এক ব্যক্তি হাসছেন।'}"
12149,12149,"{'en': 'a man with disheveled hair and facial hair in a crowd of people is smiling .', 'bn': 'লম্বা চুল ও দাড়িওয়ালা ব্যক্তি ভীড়ের মধ্যে হাসছে।'}"
12150,12150,"{'en': 'a man with poofy gray hair laughing', 'bn': 'একজন উসকো খুশকো ধূস চুলওয়ালা লোক হাসছে'}"
12151,12151,"{'en': 'an old man with white long hair and a white long beard .', 'bn': 'সাদা লম্বা দাড়ির আর চুলের এক বুড়ো লোক'}"
12152,12152,"{'en': 'an attractive woman holds a halo above her head .', 'bn': 'একজন আকর্ষণীয় মহিলা তার মাথার উপরে একটি জ্যোতিশ্চক্র ধরে আছেন'}"
12153,12153,"{'en': 'a woman in a dress raises her arm over her head .', 'bn': 'পোশাকে এক মহিলা তার মাথার উপর হাত তুলেছে'}"
12154,12154,"{'en': 'a woman is looking at the ceiling while taking off her hat .', 'bn': 'এক নারী উপরে তাকিয়ে তার টুপি খুলছে ।'}"
12155,12155,"{'en': 'a woman looking up towards a wide ring , she is holding over her head , a drink in her other hand .', 'bn': 'এক হাতে পানীয় এবং আরেক হাতে রিং নিয়ে উপরে তুলে তার দিকে তাকিয়ে আছে মহিলাটি'}"
12156,12156,"{'en': 'a woman looking upward with her hand above her head .', 'bn': 'মাথার ওপর হাত রেখে এক মহিলা ওপরে দেখছে'}"
12157,12157,"{'en': 'dogs race each other on a muddy track .', 'bn': 'একটি কর্দমাক্ত রাস্তায় কুকুরগুলো একে অপরকে রেস করছে'}"
12158,12158,"{'en': 'muzzled greyhounds are racing on the track .', 'bn': 'মুখবন্ধ গ্রেহাউন্ডরা ট্রেকে দৌড়াচ্ছে।'}"
12159,12159,"{'en': 'race dogs midair while they run .', 'bn': 'দৌড়ের সময় কুকুরগুলো হাওয়ার মধ্যে'}"
12160,12160,"{'en': 'two boys dressed in white capes running on a path in a field .', 'bn': 'সাদা অঙ্গরক্ষণ পরিহিত দুটি ছেলে মাঠের মাঝখানে একটি রাস্তা ধরে দৌড়াচ্ছে'}"
12161,12161,"{'en': 'two children wearing white capes are running through a cleared out path in a field .', 'bn': 'সাদা ক্যাপস পরা দুটি বাচ্চা একটি মাঠে একটি পরিষ্কার পথের মধ্য দিয়ে চলছে।'}"
12162,12162,"{'en': 'two children wearing white capes walk along a beaten path .', 'bn': 'সাদা হাতকাটা কোট পড়া দুই শিশু একটি রাস্তা দিয়ে হাটছে।'}"
12163,12163,"{'en': 'two little boys in capes walking on a path .', 'bn': 'পিছনে কাপড় ঝুলিয়ে দুটি ছোট ছেলে একটি মেঠো পথে হাঁটছে'}"
12164,12164,"{'en': 'two young children are walking down a dirt path with capes on .', 'bn': 'দুটি বাচ্চা কেইপ পরে কাদার রাস্তায় হেঁটে যাচ্ছে'}"
12165,12165,"{'en': 'a boy in a red top is hanging upside down from a tree .', 'bn': 'লাল শার্ট পরা একটি ছেলে গাছের ডালে উল্টা হয়ে ঝুলে আছে'}"
12166,12166,"{'en': 'a child in a red shirt hangs upside down from a tree branch', 'bn': 'লাল শার্টের একটি শিশু গাছের ডাল থেকে উল্টে ঝুলছে'}"
12167,12167,"{'en': 'a child wearing a red sweatshirt is hanging upside down from a tree .', 'bn': 'লাল স্যুয়েটার পড়া এক শিশু গাছে উল্টো ঝুলে আছে ।'}"
12168,12168,"{'en': 'a child wearing a red top and shorts , hangs upside down from a tree branch .', 'bn': 'লালা জামা পরা একটি মেয়েটি গাছের ডালে উল্টো হয়ে ঝুলে আছে'}"
12169,12169,"{'en': 'a boarded-up painted white brick building with a man standing in front .', 'bn': 'সাদা রঙ করা পুরাতন একটি বাড়ির সামনে একজন লোক দাঁড়িয়ে আছে'}"
12170,12170,"{'en': 'a man poses in front of a run down house', 'bn': 'একজন লোক রান ডাউন হাউজের সামনে পোজ দেয়'}"
12171,12171,"{'en': 'an older looking man with glasses and a white mustache is in front of an abandon building .', 'bn': 'চশমা ও সাদা গোফওয়ালা এক বয়স্ক ব্যক্তি একটি পরিত্যক্ত ভবনের সামনে।'}"
12172,12172,"{'en': 'an older man stands outside a old boarded up building .', 'bn': 'একটি প্রাচীন ভবন যাতে বোর্ড মেরে দেওয়া আছে তার সামনে একজন বৃদ্ধ লোক দাড়ি্যে আছেন'}"
12173,12173,"{'en': 'an old man stands in front of a rundown building .', 'bn': 'এক বৃদ্ধ লোক পুরাতন ভবন এর সামনে দাঁড়িয়ে আছে'}"
12174,12174,"{'en': 'a guy on a log .', 'bn': 'একটি গুঁড়ির উপরে একজন লোক'}"
12175,12175,"{'en': 'a man sitting on an old piece of wood outside .', 'bn': 'বাইরে একটা কাঠের পুরানো টুকরোয় বসে আছে একজন।'}"
12176,12176,"{'en': 'a man wearing a large backpack is sitting in the grass near a lake .', 'bn': 'বড় ব্যাগ পড়া এক ব্যক্তি লেকের পাশে ঘাসে বসে আছে।'}"
12177,12177,"{'en': 'a man with a backpack sits on a fallen log by the river .', 'bn': 'নদীর পাশে একটি গাছের গুড়ির উপর একজন লোক কাঁধেে ব্যাগ নিয়ে বসে আছেন'}"
12178,12178,"{'en': 'man kneeling while petting large bird in front of river .', 'bn': 'লোকটি হাঁটু গেড়ে আছে যখন বড় পাখি নদীর পাশে খাওয়াচ্ছে'}"
12179,12179,"{'en': 'a collie and a black dog with a stick in the water .', 'bn': 'একটি কলি কুকুর এবং একটি কালো কুকুর অগভীর জলে হাঁটছে'}"
12180,12180,"{'en': 'a dog with a stick follows another dog through the water .', 'bn': 'লাঠিযুক্ত একটি কুকুর জলের মধ্য দিয়ে অন্য কুকুরটিকে অনুসরণ করে।'}"
12181,12181,"{'en': 'a tan dog and a black dog with stick in mouth walking in water .', 'bn': 'একটি তামাটে ও মুখে লাঠিসহ কালো কুকুর পানিতে হাটছে।'}"
12182,12182,"{'en': 'the black dog win the fetching contest as it returns from the water', 'bn': 'কাঠি আনার প্রতিযোগিতার কালো কুকুরটি পানি থেকে কাঠি নিয়ে উঠে আসলো'}"
12183,12183,"{'en': 'two dogs in water with one retrieving a stick', 'bn': 'দুটি কুকুর পানিতে হাটছে এবং একটির মুখে গাছের ডাল'}"
12184,12184,"{'en': 'a boy in a pool tilts his head back .', 'bn': 'ছেলেটি একটি পুকুরে সাঁতার কাটছে'}"
12185,12185,"{'en': 'a boy with dark hair is in water and is looking up .', 'bn': 'কালো চুলযুক্ত একটি ছেলে পানিতে আছে এবং উপড়ে তাকাচ্ছে।'}"
12186,12186,"{'en': 'a closeup of a young dark-haired boy swimming in a pool of water .', 'bn': 'ছোট কালো চুলের এক বালকের সুইমিংপুলে পানিতে সাঁতরানোর কাছের ছবি ।'}"
12187,12187,"{'en': 'a smiling boy floats in a pool .', 'bn': 'একটি হাস্যোজ্জ্বল ছেলে পুকুরে ভাসছে'}"
12188,12188,"{'en': 'boy peeking up from blue water .', 'bn': 'এক ছেলে সুইমিংপুলে সাঁতার কাটছে'}"
12189,12189,"{'en': 'a big brown dog swims towards the camera .', 'bn': 'বাদামী কুকুরটি সাঁতার কেটে ক্যামেরার দিকে অগ্রসর হচ্ছে'}"
12190,12190,"{'en': 'brown dog treads through water .', 'bn': 'বাদামি কুকুর জলের মধ্যে দিয়ে হেঁটে যায়।'}"
12191,12191,"{'en': 'closeup image of a dog swimming .', 'bn': 'কুকুরের সাঁতরানোর কাছের ছবি ।'}"
12192,12192,"{'en': 'the furry brown dog is swimming in the ocean .', 'bn': 'পশমী বাদামী কুকুরটি সমুদ্রের পানিতে সাতাঁর কাটছে'}"
12193,12193,"{'en': 'a blonde girl in a red shirt holding her necklace .', 'bn': 'লাল জামা পরিহিত স্বর্ণকেশী মেয়েটি তার গলার মালা ধরে আছে'}"
12194,12194,"{'en': 'a girl plays with her necklace at night .', 'bn': 'রাতে একটি মেয়ে তার নেকলেস নিয়ে খেলছে।'}"
12195,12195,"{'en': 'a girl wearing a red shirt is pulling on the necklace she is wearing .', 'bn': 'লাল গেঞ্জি পড়া মেয়ে তার গলায় থাকা নেকলেস টানছে।'}"
12196,12196,"{'en': 'girl in red shirt holding her necklace in a large crowd .', 'bn': 'বিশাল জনসমাগমে লাল জামা পরা মেয়েটি তার গলার অলংকার ধরে দাড়িয়ে আছে'}"
12197,12197,"{'en': 'the young lady with the red shirt is in front of the crowd .', 'bn': 'লাল শার্ট পরা তরুণী ভিড়ের সামনে দাঁড়িয়ে আছে'}"
12198,12198,"{'en': 'a little girl jumps into the arms of her mother , standing in a pool .', 'bn': 'ছোটো মেয়েটি তার মায়ের কোলে ঝাঁপ দিয়েছে'}"
12199,12199,"{'en': 'a woman catches a young boy jumping into the pool .', 'bn': 'একটি পুকুরে ঝাঁপিয়ে পড়া যুবক ছেলেকে একজন মহিলা  ক্যাচ ধরেছে'}"
12200,12200,"{'en': 'a young child is jumping into the arms of a woman wearing a black swimming suit while in a pool .', 'bn': 'এক ছোট শিশু কালো সুইমিং স্যুট পড়ে পুলে থাকা এক মহিলার হাতে লাফ দিচ্ছে ।'}"
12201,12201,"{'en': 'the lady catches the toddler in the pool .', 'bn': 'পুকুরে মহিলটা একটি লাফ দেওয়া শিশুকে ধরলো'}"
12202,12202,"{'en': 'while others watch , a young girl jumps into a pool as a woman reaches for her .', 'bn': 'এক বাচ্চা সুইমিংপুলে তার মার কাছে ঝাপ দিচ্ছে'}"
12203,12203,"{'en': 'a child with her head in a cut out of a cow .', 'bn': 'বোর্ড দিয়ে তৈরি একটি গরুর ফ্রেমে একটি মেয়ে তার মাথা রেখেছে'}"
12204,12204,"{'en': 'a girl is poking her head through a cow cutout .', 'bn': 'একটি মেয়ে গরুর কাটআউট দিয়ে মাথা ঝুঁকছে।'}"
12205,12205,"{'en': 'a young boy is sticking his head through a cow face with a hole cut out of it .', 'bn': 'একটি গরুর মুখের আকৃতির বোর্ডের ছিদ্র দিয়ে ছেলেটা তার মুখ বের করলো'}"
12206,12206,"{'en': 'a young girl is putting her face in a cow cut-out at a farm .', 'bn': 'এক ছোট মেয়ে একটি ফার্মে গরুর প্রতিকিতে তার চেহারা নিলো ।'}"
12207,12207,"{'en': 'with a barn in the background a child puts her head through a hole in a cow cutout and smiles for the camera .', 'bn': 'পিছনে গোলাবাড়ি রেখে এক বাচ্চা তার মাথা একটি গরুর কাট আউটে রেখেছে এবং ক্যামেরার জন্য হাসছে'}"
12208,12208,"{'en': 'a brown dog is fetching a ball .', 'bn': 'একটি বাদামী কুকুর একটি বল আনছে।'}"
12209,12209,"{'en': 'a dog is fetching a tennis ball in a patch of green grass .', 'bn': 'একটি কুকুর সবুজ ঘাসের প্যাচে টেনিস বল আনছে।'}"
12210,12210,"{'en': 'a large dog chases a ball outdoors .', 'bn': 'একটি বড় কুকুর মাঠে একটি বলকে তাড়া করছে'}"
12211,12211,"{'en': 'brown dog chases after yellow ball in park', 'bn': 'পার্কে এক বাদামি কুকুর হলুদ বলের পিছু ছুটছে।'}"
12212,12212,"{'en': 'there is a tan dog in the middle of a field , fetching a tennis ball .', 'bn': 'মাঠের মধ্যে এক কুকুর টেনিস বল কামড়ে ধরছে'}"
12213,12213,"{'en': 'a brown dog is running on grass .', 'bn': 'একটি বাদামী কুকুর ঘাসে দৌড়াচ্ছে'}"
12214,12214,"{'en': 'a brown dog running across the grass .', 'bn': 'ঘাস জুড়ে দৌড়াচ্ছে একটি বাদামী কুকুর'}"
12215,12215,"{'en': 'a brown dog running in a grass .', 'bn': 'একটি বাদামী কুকুর ঘাসের   উপর দৌড়াচ্ছে'}"
12216,12216,"{'en': 'a baby in a blue shirt is in a swing .', 'bn': 'নীল শার্ট পরা একটি শিশু একটি দোলনায় দুলছে'}"
12217,12217,"{'en': 'a little blonde-headed child sits in the swing above the lush green grass .', 'bn': 'একটি স্বর্ণকেশী একটি ছোট্ট শিশুটি সবুজ ঘাসের উপরে দোলনায় বসে আছে।'}"
12218,12218,"{'en': 'a young girl plays on a swing', 'bn': 'একটি অল্পবয়সী মেয়ে দোলনায় খেলছে'}"
12219,12219,"{'en': 'a young person wearing shorts and a blue top is swinging in a child protector seat .', 'bn': 'হাফপ্যান্ট ও নীল জামা পড়া এক বাচ্চা একটি নিরাপদ দোলনায় দোলছে।'}"
12220,12220,"{'en': 'a brown and black attack dog being trained by a man holding a stick', 'bn': 'লোকটি তার কুকুরকে আক্রমণের প্রশিক্ষণ দিচ্ছে'}"
12221,12221,"{'en': 'a dog attacking a man wearing protective gear .', 'bn': 'একটি কুকুর প্রতিরক্ষামূলক গিয়ার পরা একটি লোককে আক্রমণ করছে।'}"
12222,12222,"{'en': 'a german shepherd bites the arm of a man who has on protective gear .', 'bn': 'একটি জার্মান শেপার্ড কুকুর একজন লোকের হাতে কামড় দিলো যার হাতে প্রতিরক্ষা সরঞ্জাম লাগানো ছিলো'}"
12223,12223,"{'en': 'a man trains an attack dog .', 'bn': 'এক ব্যক্তি একটি আক্রমণকারি কুকুরকে প্রশিক্ষণ দিচ্ছে ।'}"
12224,12224,"{'en': 'the attack dog is biting the cloth the officer with the police baton is holding on to', 'bn': 'এক লোক তার কুকুরকে প্রশিক্ষণ দিচ্ছে'}"
12225,12225,"{'en': 'a dog is running on the lawn .', 'bn': 'একটি কুকুর তৃণাবৃত মসৃণ জমিতে দৌড়াচ্ছে'}"
12226,12226,"{'en': 'a dog running past a garden hose and a stone bench .', 'bn': 'একটি কুকুর বাগানের পাইপ এবং একটি পাথরের বেঞ্চের পাশ দিয়ে চলছে।'}"
12227,12227,"{'en': 'a white dog is running past a water hose and a stone bench in a yard .', 'bn': 'একটি কুকু একটি পাথরের বেঞ্,  পানির পাইপ পেছনে রেখে উঠানে দৌড়াচ্ছে'}"
12228,12228,"{'en': 'a yellow dog running at his objective through a grassy area .', 'bn': 'এক হলুদ কুকুর ঘাসযুক্ত এলাকায় তার লক্ষবস্তুর দিকে ছুটছে।'}"
12229,12229,"{'en': 'a black and white dog jumps over a hurdle .', 'bn': 'একটি কালো কুকুর একটি বাধা ডিঙ্গিয়ে যাচ্ছে'}"
12230,12230,"{'en': 'a black dog jumps over hurdles .', 'bn': 'একটি কালো কুকুর বাধা পেরিয়ে লাফিয়ে যাচ্ছে'}"
12231,12231,"{'en': 'a black , white and brown tri-colored mid-sized dog jumps over a red and white jump in a field with tents and cars nearby .', 'bn': 'একটি কালো, সাদা ও বাদামি তিনরঙা কুকুর লাল সাদা বাধার উপর দিয়ে লাফ দিচ্ছে যার পাশে তাঁবু ও কার ভর্তি একটি মাঠ।'}"
12232,12232,"{'en': 'a dog is jumping over a barrier at a agility competition .', 'bn': 'একটি কুকুর বাঁধের উপর দিয়ে লাফাচ্ছে'}"
12233,12233,"{'en': 'a dog jumping over an obstacle course fence .', 'bn': 'অবস্টাকল কোর্স বেড়ায় এক কুকুর লাফাচ্ছে'}"
12234,12234,"{'en': 'a climber is standing on rocks overlooking a snowy mountain range .', 'bn': 'লোকটি একটি তুষারে ঢাকা পাহাড়ের উপর দাঁড়িয়ে আছে'}"
12235,12235,"{'en': 'a lone climber on a snowy moutainside .', 'bn': 'একটি তুষারময় চৌবাচ্চা উপর একাকী পর্বতারোহী।'}"
12236,12236,"{'en': 'a man in a white helmet and dark clothing stands in the snowy mountains .', 'bn': 'সাদা হেলমেট ও কালো পোশাক পড়া এক ব্যক্তি বরফের পাহাড়ে দাঁড়িয়ে আছে।'}"
12237,12237,"{'en': 'a man with a white helmet stands on a snowy mountaintop .', 'bn': 'সাদা হেলমেট পরা এক লোক তুষারাবৃত পাহাড়চূড়ায় দাঁড়িয়ে আছে'}"
12238,12238,"{'en': 'a fast running greyhound during a race .', 'bn': 'গ্রেহাউন্ড কুকুরটি খুব দ্রুত দৌড়াচ্ছে'}"
12239,12239,"{'en': 'a greyhound dog is running through a turn on a muddy track .', 'bn': 'একটি ধূসর শিকারী কুকুর একটি জঞ্জাল ট্র্যাকের উপর দিয়ে চলছে।'}"
12240,12240,"{'en': 'racing greyhound dog wearing number 8 .', 'bn': 'রেসিং গ্রেহাউন্ড আট নাম্বার জার্সি পড়ে আছে।'}"
12241,12241,"{'en': 'the racing greyhound is running on the racetrack .', 'bn': 'একটি দৌড় প্রতিযোগিতার গ্রেহাউন্ড কুকুর দৌড়ের ময়দানে দৌড়াচ্ছে'}"
